id,city,temperature,humidity,rainfall,spoilage_risk,recorded_at
5604,Baripada,32.64,-7.0,0.0,Medium,2026-02-12 12:54:12
5605,Bisoi,32.19,60.0,0.0,Medium,2026-02-12 12:54:12
5606,Gopalpur,30.47,37.0,0.0,Medium,2026-02-12 12:54:12
5607,Jaleswar,26.04,39.0,0.0,Low,2026-02-12 12:54:12
5608,Gunupur,36.6,14.0,0.0,Medium,2026-02-12 12:54:12
5609,Bhadrak,27.73,26.0,0.0,Low,2026-02-12 12:54:12
5610,Dhenkanal,24.68,42.0,0.0,Medium,2026-02-12 12:54:12
5611,Talcher,32.84,33.0,0.0,Medium,2026-02-12 12:54:12
5612,Joda,38.41,48.0,0.0,High,2026-02-12 12:54:12
5613,Koraput,15.09,26.0,0.0,Low,2026-02-12 12:54:12
5614,Deoghar,39.14,24.0,0.0,Medium,2026-02-12 12:54:12
5615,Baripada,25.39,47.0,1.92,Medium,2026-02-12 12:54:12
5616,Titlagarh,31.55,34.0,12.71,Medium,2026-02-12 12:54:12
5617,Baripada,31.73,41.0,4.04,Medium,2026-02-12 12:54:12
5618,Dhenkanal,31.2,17.0,0.0,Medium,2026-02-12 12:54:12
5619,Cuttack,26.52,35.0,0.0,Low,2026-02-12 12:54:12
5620,Rayagada,27.25,49.0,0.0,Medium,2026-02-12 12:54:12
5621,Nuapada,28.44,18.0,0.0,Medium,2026-02-12 12:54:12
5622,Titlagarh,36.86,45.0,0.0,High,2026-02-12 12:54:12
5623,Angul,34.37,2.0,0.0,Medium,2026-02-12 12:54:12
5624,Titlagarh,30.91,41.0,7.54,High,2026-02-12 12:54:12
5625,Nayagarh,31.08,20.0,0.0,Medium,2026-02-12 12:54:12
5626,Nayagarh,33.54,49.0,0.0,Medium,2026-02-12 12:54:12
5627,Soro,28.15,35.0,14.69,Medium,2026-02-12 12:54:12
5628,Balasore,20.43,28.0,0.0,Low,2026-02-12 12:54:12
5629,Titlagarh,38.27,40.0,0.0,Medium,2026-02-12 12:54:12
5630,Cuttack,25.71,22.0,0.0,Low,2026-02-12 12:54:12
5631,Sambalpur,34.06,21.0,0.0,Medium,2026-02-12 12:54:12
5632,Bhubaneswar,28.13,32.0,0.0,Medium,2026-02-12 12:54:12
5633,Cuttack,29.03,18.0,0.0,Medium,2026-02-12 12:54:12
5634,Balangir,31.09,58.0,0.0,Medium,2026-02-12 12:54:12
5635,Sambalpur,26.58,35.0,0.0,Low,2026-02-12 12:54:12
5636,Nayagarh,22.97,63.0,16.1,Medium,2026-02-12 12:54:12
5637,Nayagarh,29.52,45.0,0.0,Medium,2026-02-12 12:54:12
5638,Khurda,37.77,7.0,0.0,Medium,2026-02-12 12:54:12
5639,Gopalpur,35.41,52.0,10.15,High,2026-02-12 12:54:12
5640,Bhadrak,35.29,23.0,0.0,Medium,2026-02-12 12:54:12
5641,Rourkela,36.44,12.0,0.0,Medium,2026-02-12 12:54:12
5642,Balangir,32.82,22.0,0.0,Medium,2026-02-12 12:54:12
5643,Jaleswar,25.78,51.0,8.87,Medium,2026-02-12 12:54:12
5644,Bhadrak,33.43,37.0,0.0,Medium,2026-02-12 12:54:12
5645,Joda,38.14,30.0,0.0,Medium,2026-02-12 12:54:12
5646,Koraput,28.35,63.0,16.08,High,2026-02-12 12:54:12
5647,Paradip,31.58,24.0,0.0,Medium,2026-02-12 12:54:12
5648,Balangir,23.91,39.0,0.0,Low,2026-02-12 12:54:12
5649,Cuttack,33.24,31.0,0.0,Medium,2026-02-12 12:54:12
5650,Jharsuguda,27.57,21.0,0.0,Low,2026-02-12 12:54:12
5651,Nuapada,25.93,5.0,0.0,Low,2026-02-12 12:54:12
5652,Ganjam,27.67,68.0,18.48,Medium,2026-02-12 12:54:12
5653,Rourkela,30.3,7.0,0.0,Medium,2026-02-12 12:54:12
5654,Joda,31.86,78.0,5.61,High,2026-02-12 12:54:12
5655,Nayagarh,20.29,50.0,0.0,Medium,2026-02-12 12:54:12
5656,Balasore,31.27,45.0,0.0,Medium,2026-02-12 12:54:12
5657,Sambalpur,23.4,38.0,0.0,Low,2026-02-12 12:54:12
5658,Ganjam,21.89,55.0,6.64,Medium,2026-02-12 12:54:12
5659,Cuttack,24.13,7.0,0.0,Low,2026-02-12 12:54:12
5660,Balangir,31.77,56.0,0.31,Medium,2026-02-12 12:54:12
5661,Jaleswar,32.6,32.0,0.0,Medium,2026-02-12 12:54:12
5662,Sundargarh,22.42,52.0,8.87,Medium,2026-02-12 12:54:12
5663,Sambalpur,34.59,44.0,0.0,Medium,2026-02-12 12:54:12
5664,Nuapada,33.61,47.0,0.0,Medium,2026-02-12 12:54:12
5665,Titlagarh,28.94,15.0,0.0,Medium,2026-02-12 12:54:12
5666,Jaleswar,34.34,17.0,0.0,Medium,2026-02-12 12:54:12
5667,Rayagada,26.98,46.0,0.0,Medium,2026-02-12 12:54:12
5668,Koraput,31.92,40.0,0.0,Medium,2026-02-12 12:54:12
5669,Balasore,33.32,52.0,4.62,Medium,2026-02-12 12:54:12
5670,Titlagarh,30.6,16.0,0.0,Medium,2026-02-12 12:54:12
5671,Balasore,19.92,34.0,5.86,Medium,2026-02-12 12:54:12
5672,Puri,29.57,31.0,0.0,Medium,2026-02-12 12:54:12
5673,Titlagarh,32.65,22.0,0.0,Medium,2026-02-12 12:54:12
5674,Ganjam,34.78,48.0,5.17,High,2026-02-12 12:54:12
5675,Khurda,27.42,0.0,0.0,Low,2026-02-12 12:54:12
5676,Balasore,24.77,41.0,6.87,Medium,2026-02-12 12:54:12
5677,Puri,35.74,21.0,0.0,Medium,2026-02-12 12:54:12
5678,Nayagarh,33.1,5.0,0.0,Medium,2026-02-12 12:54:12
5679,Balasore,34.89,22.0,0.0,Medium,2026-02-12 12:54:12
5680,Koraput,33.7,14.0,0.0,Medium,2026-02-12 12:54:12
5681,Bisoi,30.46,37.0,0.0,Medium,2026-02-12 12:54:12
5682,Balasore,26.77,23.0,0.0,Low,2026-02-12 12:54:12
5683,Rayagada,22.94,40.0,2.95,Low,2026-02-12 12:54:12
5684,Paradip,23.08,53.0,5.37,Medium,2026-02-12 12:54:12
5685,Joda,27.73,24.0,0.0,Low,2026-02-12 12:54:12
5686,Soro,31.63,20.0,0.0,Medium,2026-02-12 12:54:12
5687,Puri,29.74,75.0,0.0,High,2026-02-12 12:54:12
5688,Jharsuguda,40.91,17.0,0.0,Medium,2026-02-12 12:54:12
5689,Bhadrak,28.15,-9.0,0.0,Medium,2026-02-12 12:54:12
5690,Baripada,32.6,26.0,0.0,Medium,2026-02-12 12:54:12
5691,Jharsuguda,34.77,33.0,0.0,Medium,2026-02-12 12:54:12
5692,Banki,28.15,40.0,0.0,Medium,2026-02-12 12:54:12
5693,Angul,18.94,36.0,0.0,Low,2026-02-12 12:54:12
5694,Deoghar,26.84,35.0,0.0,Low,2026-02-12 12:54:12
5695,Paradip,33.44,21.0,0.0,Medium,2026-02-12 12:54:12
5696,Bhubaneswar,27.16,37.0,0.0,Low,2026-02-12 12:54:12
5697,Rourkela,26.47,83.0,1.85,Medium,2026-02-12 12:54:12
5698,Bisoi,28.42,23.0,0.0,Medium,2026-02-12 12:54:12
5699,Paradip,33.17,46.0,0.0,Medium,2026-02-12 12:54:12
5700,Joda,30.12,32.0,0.0,Medium,2026-02-12 12:54:12
5701,Rourkela,37.71,20.0,0.0,Medium,2026-02-12 12:54:12
5702,Puri,32.24,10.0,0.0,Medium,2026-02-12 12:54:12
5703,Soro,30.21,37.0,0.0,Medium,2026-02-12 12:54:12
5704,Balasore,32.65,28.0,0.0,Medium,2026-02-12 12:54:12
5705,Khurda,31.97,37.0,0.0,Medium,2026-02-12 12:54:12
5706,Titlagarh,23.87,45.0,0.0,Medium,2026-02-12 12:54:12
5707,Gunupur,31.91,21.0,0.0,Medium,2026-02-12 12:54:12
5708,Balangir,39.77,38.0,0.0,Medium,2026-02-12 12:54:12
5709,Gunupur,37.7,32.0,0.0,Medium,2026-02-12 12:54:12
5710,Bhubaneswar,40.65,52.0,0.0,High,2026-02-12 12:54:12
5711,Jaleswar,27.35,24.0,0.0,Low,2026-02-12 12:54:12
5712,Nuapada,26.95,49.0,0.0,Medium,2026-02-12 12:54:12
5713,Ganjam,34.75,28.0,0.0,Medium,2026-02-12 12:54:12
5714,Banki,38.38,17.0,0.0,Medium,2026-02-12 12:54:12
5715,Cuttack,32.75,49.0,0.0,Medium,2026-02-12 12:54:12
5716,Balangir,36.02,45.0,0.0,High,2026-02-12 12:54:12
5717,Gopalpur,29.16,40.0,0.0,Medium,2026-02-12 12:54:12
5718,Balasore,32.68,13.0,0.0,Medium,2026-02-12 12:54:12
5719,Rourkela,31.45,24.0,0.0,Medium,2026-02-12 12:54:12
5720,Titlagarh,29.1,26.0,0.0,Medium,2026-02-12 12:54:12
5721,Gunupur,35.45,29.0,0.0,Medium,2026-02-12 12:54:12
5722,Koraput,30.04,3.0,0.0,Medium,2026-02-12 12:54:12
5723,Dhenkanal,26.33,29.0,0.0,Low,2026-02-12 12:54:12
5724,Joda,34.32,71.0,0.0,High,2026-02-12 12:54:12
5725,Paradip,24.46,32.0,0.0,Low,2026-02-12 12:54:12
5726,Soro,27.0,41.0,0.0,Medium,2026-02-12 12:54:12
5727,Gunupur,26.61,36.0,0.0,Low,2026-02-12 12:54:12
5728,Deoghar,33.02,22.0,0.0,Medium,2026-02-12 12:54:12
5729,Koraput,26.12,0.0,0.0,Low,2026-02-12 12:54:12
5730,Rayagada,26.98,81.0,0.0,Medium,2026-02-12 12:54:12
5731,Bhubaneswar,29.91,45.0,0.0,Medium,2026-02-12 12:54:12
5732,Rayagada,36.04,40.0,0.0,Medium,2026-02-12 12:54:12
5733,Bhubaneswar,32.16,43.0,0.0,Medium,2026-02-12 12:54:12
5734,Ganjam,24.52,13.0,0.0,Low,2026-02-12 12:54:12
5735,Gopalpur,36.41,18.0,0.0,Medium,2026-02-12 12:54:12
5736,Bisoi,28.77,0.0,0.0,Medium,2026-02-12 12:54:12
5737,Nayagarh,32.42,48.0,0.0,Medium,2026-02-12 12:54:12
5738,Nayagarh,23.66,34.0,0.0,Low,2026-02-12 12:54:12
5739,Soro,31.09,38.0,0.0,Medium,2026-02-12 12:54:12
5740,Deoghar,14.65,35.0,0.0,Low,2026-02-12 12:54:12
5741,Rourkela,28.76,30.0,0.0,Medium,2026-02-12 12:54:12
5742,Puri,29.27,32.0,0.0,Medium,2026-02-12 12:54:12
5743,Gunupur,38.28,36.0,0.0,Medium,2026-02-12 12:54:12
5744,Bhubaneswar,29.82,39.0,3.23,Medium,2026-02-12 12:54:12
5745,Sambalpur,35.64,48.0,0.0,High,2026-02-12 12:54:12
5746,Gopalpur,28.73,36.0,0.0,Medium,2026-02-12 12:54:12
5747,Bisoi,19.73,14.0,0.0,Low,2026-02-12 12:54:12
5748,Bhadrak,33.53,44.0,1.24,Medium,2026-02-12 12:54:12
5749,Koraput,28.96,45.0,0.0,Medium,2026-02-12 12:54:12
5750,Khurda,29.38,-6.0,0.0,Medium,2026-02-12 12:54:12
5751,Angul,25.75,49.0,13.63,Medium,2026-02-12 12:54:12
5752,Sambalpur,29.92,16.0,0.0,Medium,2026-02-12 12:54:12
5753,Dhenkanal,22.32,18.0,0.0,Low,2026-02-12 12:54:12
5754,Balasore,35.27,51.0,0.0,High,2026-02-12 12:54:12
5755,Balangir,30.2,43.0,0.0,Medium,2026-02-12 12:54:12
5756,Koraput,29.21,39.0,0.0,Medium,2026-02-12 12:54:12
5757,Joda,30.7,32.0,0.0,Medium,2026-02-12 12:54:12
5758,Ganjam,25.9,42.0,0.0,Medium,2026-02-12 12:54:12
5759,Bhadrak,28.59,36.0,0.0,Medium,2026-02-12 12:54:12
5760,Nayagarh,41.2,43.0,0.0,High,2026-02-12 12:54:12
5761,Bisoi,25.38,78.0,11.05,High,2026-02-12 12:54:12
5762,Nuapada,33.31,59.0,0.0,Medium,2026-02-12 12:54:12
5763,Balasore,31.59,56.0,1.5,Medium,2026-02-12 12:54:12
5764,Dhenkanal,29.51,9.0,0.0,Medium,2026-02-12 12:54:12
5765,Baripada,38.11,37.0,0.0,Medium,2026-02-12 12:54:12
5766,Balangir,38.21,61.0,0.3,High,2026-02-12 12:54:12
5767,Deoghar,30.88,32.0,0.0,Medium,2026-02-12 12:54:12
5768,Deoghar,38.63,18.0,0.0,Medium,2026-02-12 12:54:12
5769,Ganjam,35.45,47.0,0.0,High,2026-02-12 12:54:12
5770,Bhadrak,27.07,9.0,0.0,Low,2026-02-12 12:54:12
5771,Titlagarh,36.44,34.0,0.0,Medium,2026-02-12 12:54:12
5772,Nuapada,33.15,60.0,0.0,Medium,2026-02-12 12:54:12
5773,Balasore,38.47,78.0,24.93,High,2026-02-12 12:54:12
5774,Jharsuguda,26.54,40.0,0.0,Low,2026-02-12 12:54:12
5775,Titlagarh,31.43,26.0,0.0,Medium,2026-02-12 12:54:12
5776,Gopalpur,33.98,7.0,0.0,Medium,2026-02-12 12:54:12
5777,Bhadrak,31.42,34.0,0.0,Medium,2026-02-12 12:54:12
5778,Koraput,24.61,28.0,1.81,Low,2026-02-12 12:54:12
5779,Nayagarh,29.82,3.0,0.0,Medium,2026-02-12 12:54:12
5780,Gopalpur,37.66,40.0,0.0,Medium,2026-02-12 12:54:12
5781,Talcher,34.95,22.0,0.0,Medium,2026-02-12 12:54:12
5782,Balangir,21.91,34.0,1.61,Low,2026-02-12 12:54:12
5783,Joda,38.05,-3.0,0.0,Medium,2026-02-12 12:54:12
5784,Rourkela,27.87,31.0,0.0,Low,2026-02-12 12:54:12
5785,Khurda,30.72,45.0,11.63,High,2026-02-12 12:54:12
5786,Gopalpur,25.84,27.0,0.0,Low,2026-02-12 12:54:12
5787,Rayagada,23.7,61.0,0.0,Medium,2026-02-12 12:54:12
5788,Joda,22.85,18.0,0.0,Low,2026-02-12 12:54:12
5789,Balasore,33.18,23.0,0.0,Medium,2026-02-12 12:54:12
5790,Koraput,31.01,7.0,0.0,Medium,2026-02-12 12:54:12
5791,Balangir,24.73,69.0,0.97,Medium,2026-02-12 12:54:12
5792,Cuttack,31.55,32.0,0.0,Medium,2026-02-12 12:54:12
5793,Sundargarh,35.6,53.0,0.0,High,2026-02-12 12:54:12
5794,Cuttack,26.82,24.0,0.0,Low,2026-02-12 12:54:12
5795,Bisoi,28.25,9.0,0.0,Medium,2026-02-12 12:54:12
5796,Angul,32.9,14.0,0.0,Medium,2026-02-12 12:54:12
5797,Bhadrak,24.47,58.0,11.67,Medium,2026-02-12 12:54:12
5798,Bhadrak,20.79,23.0,0.0,Low,2026-02-12 12:54:12
5799,Banki,25.09,60.0,0.0,Medium,2026-02-12 12:54:12
5800,Bisoi,18.3,26.0,8.3,Medium,2026-02-12 12:54:12
5801,Ganjam,24.9,47.0,0.0,Medium,2026-02-12 12:54:12
5802,Balasore,25.8,30.0,0.0,Low,2026-02-12 12:54:12
5803,Rayagada,39.56,41.0,0.0,High,2026-02-12 12:54:12
5804,Balasore,28.0,31.0,0.0,Low,2026-02-12 12:54:12
5805,Rayagada,23.44,25.0,0.0,Low,2026-02-12 12:54:12
5806,Soro,23.25,69.0,9.64,Medium,2026-02-12 12:54:12
5807,Sambalpur,33.2,21.0,0.0,Medium,2026-02-12 12:54:12
5808,Sundargarh,26.52,48.0,0.0,Medium,2026-02-12 12:54:12
5809,Jaleswar,34.07,33.0,0.0,Medium,2026-02-12 12:54:12
5810,Khurda,31.59,34.0,0.0,Medium,2026-02-12 12:54:12
5811,Soro,26.69,36.0,6.13,Medium,2026-02-12 12:54:12
5812,Dhenkanal,26.12,63.0,0.0,Medium,2026-02-12 12:54:12
5813,Baripada,25.47,20.0,0.0,Low,2026-02-12 12:54:12
5814,Paradip,32.84,28.0,0.0,Medium,2026-02-12 12:54:12
5815,Khurda,20.15,44.0,0.0,Medium,2026-02-12 12:54:12
5816,Rourkela,22.89,37.0,0.0,Low,2026-02-12 12:54:12
5817,Bhubaneswar,23.26,19.0,0.0,Low,2026-02-12 12:54:12
5818,Angul,33.8,53.0,0.0,Medium,2026-02-12 12:54:12
5819,Rourkela,34.4,50.0,21.3,High,2026-02-12 12:54:12
5820,Khurda,26.15,23.0,0.0,Low,2026-02-12 12:54:12
5821,Titlagarh,32.28,49.0,0.0,Medium,2026-02-12 12:54:12
5822,Dhenkanal,27.78,28.0,0.0,Low,2026-02-12 12:54:12
5823,Sundargarh,28.26,15.0,6.63,Medium,2026-02-12 12:54:12
5824,Ganjam,29.62,19.0,0.0,Medium,2026-02-12 12:54:12
5825,Baripada,25.7,36.0,0.0,Low,2026-02-12 12:54:12
5826,Soro,26.1,22.0,0.0,Low,2026-02-12 12:54:12
5827,Angul,23.89,34.0,0.0,Low,2026-02-12 12:54:12
5828,Nuapada,29.66,42.0,0.0,Medium,2026-02-12 12:54:12
5829,Cuttack,34.19,44.0,19.96,High,2026-02-12 12:54:12
5830,Jharsuguda,20.06,53.0,7.82,Medium,2026-02-12 12:54:12
5831,Soro,30.64,70.0,9.75,High,2026-02-12 12:54:12
5832,Bhadrak,27.57,38.0,7.84,Medium,2026-02-12 12:54:12
5833,Dhenkanal,37.5,30.0,0.0,Medium,2026-02-12 12:54:12
5834,Koraput,28.1,47.0,0.0,Medium,2026-02-12 12:54:12
5835,Soro,32.48,47.0,0.0,Medium,2026-02-12 12:54:12
5836,Koraput,38.25,38.0,0.0,Medium,2026-02-12 12:54:12
5837,Sundargarh,22.85,73.0,3.74,Medium,2026-02-12 12:54:12
5838,Rayagada,23.27,43.0,0.0,Medium,2026-02-12 12:54:12
5839,Balangir,37.71,39.0,0.0,Medium,2026-02-12 12:54:12
5840,Talcher,27.01,48.0,1.74,Medium,2026-02-12 12:54:12
5841,Jaleswar,34.55,18.0,0.0,Medium,2026-02-12 12:54:12
5842,Ganjam,33.11,21.0,0.0,Medium,2026-02-12 12:54:12
5843,Sambalpur,20.15,20.0,0.0,Low,2026-02-12 12:54:12
5844,Koraput,34.07,29.0,0.0,Medium,2026-02-12 12:54:12
5845,Paradip,30.28,44.0,0.0,Medium,2026-02-12 12:54:12
5846,Soro,27.17,36.0,0.0,Low,2026-02-12 12:54:12
5847,Jharsuguda,43.12,40.0,0.0,Medium,2026-02-12 12:54:12
5848,Joda,27.65,29.0,0.0,Low,2026-02-12 12:54:12
5849,Jaleswar,24.49,41.0,0.0,Medium,2026-02-12 12:54:12
5850,Angul,25.91,25.0,0.0,Low,2026-02-12 12:54:12
5851,Rayagada,30.25,42.0,0.0,Medium,2026-02-12 12:54:12
5852,Sundargarh,30.19,43.0,0.0,Medium,2026-02-12 12:54:12
5853,Gunupur,33.45,34.0,0.0,Medium,2026-02-12 12:54:12
5854,Gunupur,31.5,35.0,0.0,Medium,2026-02-12 12:54:12
5855,Sundargarh,39.09,31.0,0.0,Medium,2026-02-12 12:54:12
5856,Gopalpur,29.01,21.0,0.0,Medium,2026-02-12 12:54:12
5857,Puri,29.43,43.0,0.0,Medium,2026-02-12 12:54:12
5858,Gopalpur,41.01,58.0,0.0,High,2026-02-12 12:54:12
5859,Sambalpur,34.46,33.0,0.0,Medium,2026-02-12 12:54:12
5860,Sambalpur,29.08,19.0,0.0,Medium,2026-02-12 12:54:12
5861,Jaleswar,31.89,50.0,1.87,Medium,2026-02-12 12:54:12
5862,Titlagarh,22.23,20.0,0.0,Low,2026-02-12 12:54:12
5863,Ganjam,32.97,31.0,3.54,Medium,2026-02-12 12:54:12
5864,Deoghar,40.43,45.0,0.0,High,2026-02-12 12:54:12
5865,Gopalpur,21.56,-10.0,0.0,Low,2026-02-12 12:54:12
5866,Paradip,29.3,-3.0,0.0,Medium,2026-02-12 12:54:12
5867,Sundargarh,22.15,17.0,0.0,Low,2026-02-12 12:54:12
5868,Nayagarh,34.68,31.0,0.0,Medium,2026-02-12 12:54:12
5869,Nuapada,31.39,16.0,0.0,Medium,2026-02-12 12:54:12
5870,Sambalpur,28.3,9.0,0.0,Medium,2026-02-12 12:54:12
5871,Koraput,26.33,24.0,0.0,Low,2026-02-12 12:54:12
5872,Ganjam,27.64,34.0,3.32,Low,2026-02-12 12:54:12
5873,Balangir,23.0,-7.0,0.0,Low,2026-02-12 12:54:12
5874,Bisoi,25.46,22.0,0.0,Low,2026-02-12 12:54:12
5875,Joda,39.81,18.0,0.0,Medium,2026-02-12 12:54:12
5876,Deoghar,30.28,36.0,0.0,Medium,2026-02-12 12:54:12
5877,Sambalpur,35.1,35.0,6.57,High,2026-02-12 12:54:12
5878,Cuttack,32.9,33.0,0.0,Medium,2026-02-12 12:54:12
5879,Puri,27.59,-13.0,0.0,Low,2026-02-12 12:54:12
5880,Dhenkanal,44.54,9.0,0.0,Medium,2026-02-12 12:54:12
5881,Balangir,36.68,10.0,0.0,Medium,2026-02-12 12:54:12
5882,Gunupur,31.05,22.0,0.0,Medium,2026-02-12 12:54:12
5883,Cuttack,33.55,31.0,0.0,Medium,2026-02-12 12:54:12
5884,Nayagarh,27.27,38.0,0.0,Low,2026-02-12 12:54:12
5885,Bhadrak,27.94,47.0,0.0,Medium,2026-02-12 12:54:12
5886,Balasore,36.13,14.0,0.0,Medium,2026-02-12 12:54:12
5887,Jaleswar,21.61,28.0,0.0,Low,2026-02-12 12:54:12
5888,Joda,29.33,34.0,0.0,Medium,2026-02-12 12:54:12
5889,Baripada,27.86,8.0,0.0,Low,2026-02-12 12:54:12
5890,Balangir,28.91,20.0,0.0,Medium,2026-02-12 12:54:12
5891,Bhubaneswar,31.09,51.0,0.0,Medium,2026-02-12 12:54:12
5892,Balangir,17.27,14.0,0.0,Low,2026-02-12 12:54:12
5893,Koraput,30.67,53.0,8.14,High,2026-02-12 12:54:12
5894,Sambalpur,38.93,-1.0,0.0,Medium,2026-02-12 12:54:12
5895,Nuapada,35.4,61.0,2.92,High,2026-02-12 12:54:12
5896,Talcher,27.34,35.0,0.0,Low,2026-02-12 12:54:12
5897,Gopalpur,29.19,15.0,0.0,Medium,2026-02-12 12:54:12
5898,Bhadrak,22.68,19.0,0.0,Low,2026-02-12 12:54:12
5899,Joda,25.94,33.0,0.0,Low,2026-02-12 12:54:12
5900,Sambalpur,29.21,35.0,0.0,Medium,2026-02-12 12:54:12
5901,Ganjam,30.16,65.0,0.0,Medium,2026-02-12 12:54:12
5902,Bhadrak,24.08,33.0,0.0,Low,2026-02-12 12:54:12
5903,Bisoi,25.55,43.0,4.67,Medium,2026-02-12 12:54:12
5904,Balangir,29.26,65.0,3.61,Medium,2026-02-12 12:54:12
5905,Talcher,39.88,32.0,0.0,Medium,2026-02-12 12:54:12
5906,Nuapada,31.35,29.0,0.0,Medium,2026-02-12 12:54:12
5907,Puri,25.43,21.0,0.0,Low,2026-02-12 12:54:12
5908,Joda,20.23,37.0,0.0,Low,2026-02-12 12:54:12
5909,Balasore,30.48,42.0,0.0,Medium,2026-02-12 12:54:12
5910,Puri,19.08,11.0,0.0,Low,2026-02-12 12:54:12
5911,Titlagarh,32.34,29.0,3.84,Medium,2026-02-12 12:54:12
5912,Ganjam,31.9,57.0,0.0,Medium,2026-02-12 12:54:12
5913,Paradip,27.12,27.0,0.0,Low,2026-02-12 12:54:12
5914,Deoghar,17.65,53.0,17.46,Medium,2026-02-12 12:54:12
5915,Bisoi,27.53,38.0,15.6,Medium,2026-02-12 12:54:12
5916,Joda,29.02,56.0,0.0,Medium,2026-02-12 12:54:12
5917,Ganjam,31.13,19.0,0.0,Medium,2026-02-12 12:54:12
5918,Paradip,32.7,26.0,0.0,Medium,2026-02-12 12:54:12
5919,Dhenkanal,29.12,47.0,0.0,Medium,2026-02-12 12:54:12
5920,Koraput,35.28,37.0,0.0,Medium,2026-02-12 12:54:12
5921,Baripada,19.37,40.0,0.0,Low,2026-02-12 12:54:12
5922,Angul,39.87,55.0,0.0,High,2026-02-12 12:54:12
5923,Cuttack,16.77,61.0,11.5,Medium,2026-02-12 12:54:12
5924,Balasore,21.82,5.0,0.0,Low,2026-02-12 12:54:12
5925,Talcher,26.33,5.0,0.0,Low,2026-02-12 12:54:12
5926,Khurda,27.22,12.0,0.0,Low,2026-02-12 12:54:12
5927,Paradip,27.61,13.0,0.0,Low,2026-02-12 12:54:12
5928,Rayagada,30.11,43.0,0.0,Medium,2026-02-12 12:54:12
5929,Ganjam,29.81,37.0,0.0,Medium,2026-02-12 12:54:12
5930,Koraput,26.23,24.0,0.0,Low,2026-02-12 12:54:12
5931,Paradip,31.86,41.0,0.0,Medium,2026-02-12 12:54:12
5932,Cuttack,28.21,10.0,0.0,Medium,2026-02-12 12:54:12
5933,Sundargarh,36.39,29.0,0.0,Medium,2026-02-12 12:54:12
5934,Gopalpur,32.17,45.0,0.0,Medium,2026-02-12 12:54:12
5935,Khurda,35.5,60.0,35.19,High,2026-02-12 12:54:12
5936,Titlagarh,25.78,28.0,0.0,Low,2026-02-12 12:54:12
5937,Sundargarh,37.17,10.0,0.0,Medium,2026-02-12 12:54:12
5938,Titlagarh,33.09,41.0,0.0,Medium,2026-02-12 12:54:12
5939,Baripada,32.92,24.0,5.99,Medium,2026-02-12 12:54:12
5940,Puri,18.66,38.0,0.0,Low,2026-02-12 12:54:12
5941,Khurda,28.52,52.0,0.0,Medium,2026-02-12 12:54:12
5942,Cuttack,27.09,41.0,0.0,Medium,2026-02-12 12:54:12
5943,Khurda,27.68,36.0,0.0,Low,2026-02-12 12:54:12
5944,Joda,33.8,30.0,0.0,Medium,2026-02-12 12:54:12
5945,Talcher,28.79,53.0,0.0,Medium,2026-02-12 12:54:12
5946,Gunupur,33.12,78.0,6.8,High,2026-02-12 12:54:12
5947,Ganjam,26.31,23.0,0.0,Low,2026-02-12 12:54:12
5948,Cuttack,30.77,56.0,14.06,High,2026-02-12 12:54:12
5949,Baripada,24.25,28.0,0.0,Low,2026-02-12 12:54:12
5950,Balasore,28.95,21.0,0.0,Medium,2026-02-12 12:54:12
5951,Bhadrak,39.17,34.0,0.0,Medium,2026-02-12 12:54:12
5952,Nuapada,23.37,41.0,3.55,Medium,2026-02-12 12:54:12
5953,Bhadrak,34.79,28.0,0.0,Medium,2026-02-12 12:54:12
5954,Jharsuguda,28.73,21.0,0.0,Medium,2026-02-12 12:54:12
5955,Khurda,20.73,19.0,0.0,Low,2026-02-12 12:54:12
5956,Gopalpur,37.36,54.0,5.66,High,2026-02-12 12:54:12
5957,Balasore,32.22,46.0,0.0,Medium,2026-02-12 12:54:12
5958,Cuttack,29.82,51.0,0.0,Medium,2026-02-12 12:54:12
5959,Ganjam,27.55,6.0,0.0,Low,2026-02-12 12:54:12
5960,Banki,9.05,20.0,0.0,Low,2026-02-12 12:54:12
5961,Sundargarh,25.73,26.0,0.0,Low,2026-02-12 12:54:12
5962,Banki,29.19,52.0,8.89,High,2026-02-12 12:54:12
5963,Ganjam,46.87,49.0,19.26,High,2026-02-12 12:54:12
5964,Baripada,33.92,24.0,0.0,Medium,2026-02-12 12:54:12
5965,Koraput,36.98,54.0,0.0,High,2026-02-12 12:54:12
5966,Paradip,25.02,47.0,0.0,Medium,2026-02-12 12:54:12
5967,Titlagarh,32.76,21.0,0.0,Medium,2026-02-12 12:54:12
5968,Rourkela,34.31,41.0,0.0,Medium,2026-02-12 12:54:12
5969,Baripada,37.81,35.0,0.0,Medium,2026-02-12 12:54:12
5970,Jharsuguda,30.04,29.0,0.0,Medium,2026-02-12 12:54:12
5971,Dhenkanal,23.89,23.0,0.0,Low,2026-02-12 12:54:12
5972,Joda,33.57,29.0,0.0,Medium,2026-02-12 12:54:12
5973,Angul,29.12,18.0,0.0,Medium,2026-02-12 12:54:12
5974,Bhadrak,30.44,51.0,0.0,Medium,2026-02-12 12:54:12
5975,Paradip,32.88,32.0,0.0,Medium,2026-02-12 12:54:12
